id,number,title,pipeline,workgroup,type,project,body,repo
474150680,408,Stakeholder meeting to review user research and demo Knack app,Backlog,VZ,Meeting,No,"### Objective 

### Participants

### Agenda
<!--- Add agenda inline here or link to an online document. --->

------
- [ ] Schedule meeting
- [ ] Meet
- [ ] Attach meeting notes to this issue
- [ ] Create resulting issues
",atd-data-tech
474127756,406,Post-migration clean up,In Progress,,,No,,atd-data-tech
474117290,404,Launch OMF Privacy and Security Committee,On Deck,PE,,No,"Todo:
- recruit participants
- schedule regular meetings
- define goals/deliverables

Possible deliverables:
- privacy principles which define practices for handling, retaining, and distributing MDS data
- data processing toolkit
- list of cities which are using MDS and what approach they're taking",atd-data-tech
474108821,403,Hire a Temp Product Manager,In Progress,DTS,Operations,No,"Potential Project assignments:
- BI Discovery
- Vision Zero Editor + Viewer
- Paperless Hiring
- Micromobility Data Management
- Signs & Markings Operations App / Backlog
",atd-data-tech
471168468,394,Comprehensive Transportation Network (CTN),In Progress,SDD,,Yes,"## Description
The Comprehensive Transportation Network compiles all data about all mode of transportation into a single GIS line feature class.

<!-- Information below this line will not be pulled on to the website -->
### Resources
cityofaustin/atd-geospatial/issues/12](https://github.com/cityofaustin/atd-geospatial/issues/12)

Don't forget to add a new ""Project:"" label here: https://github.com/cityofaustin/atd-data-tech/labels.
",atd-data-tech
470601669,389,Residential Parking Permits,In Progress,PE,,Yes,"## Description
A web-based interface through which residents can easily apply for and renew their residential parking permits.

<!-- Information below this line will not be pulled on to the website -->
![RPP Blueprint Print](https://user-images.githubusercontent.com/1463708/61570018-bd810b80-aa4f-11e9-941a-082f6fa4e6a2.png)

This project encapsulates our work to modernize the City of Austin's [Residential Permit Parking](http://www.austintexas.gov/rpp) (RPP) program. The effort includes the procurement or development of a web-based permitting interface through which residents can easily apply for and renew their residential parking permits.

### Resources
- [Teams directory](https://teams.microsoft.com/_#/files/General?threadId=19:e3597e8949f8488c961b78460a886d45@thread.skype&ctx=channel)
#### Phase I: Discovery
- [User interviews](https://teams.microsoft.com/_#/files/General?threadId=19%3Ae3597e8949f8488c961b78460a886d45%40thread.skype&ctx=channel&context=Phase%2520I%252FInterviews)
- [Photos](https://teams.microsoft.com/_#/files/General?threadId=19%3Ae3597e8949f8488c961b78460a886d45%40thread.skype&ctx=channel&context=Phase%2520I%252FMedia)
- [Synthesis presentation](https://teams.microsoft.com/l/file/42035821-BD12-456F-887A-D49C3EFAF20C?tenantId=5c5e19f6-a6ab-4b45-b1d0-be4608a9a67f&fileType=pptx&objectUrl=https%3A%2F%2Fcityofaustin.sharepoint.com%2Fsites%2FResidentialParkingPermitApplication%2FShared%20Documents%2FGeneral%2FPhase%20I%2FSynthesis%2FCopy%20of%20RPP%20Synthesis%20Presentation.pptx&baseUrl=https%3A%2F%2Fcityofaustin.sharepoint.com%2Fsites%2FResidentialParkingPermitApplication&serviceName=teams&threadId=19:e3597e8949f8488c961b78460a886d45@thread.skype&groupId=0dc56302-8767-4d4b-9f5e-e6a70cd07e4f)
- [Service blueprint](https://cityofaustin.sharepoint.com/sites/ResidentialParkingPermitApplication/Shared%20Documents/General/Phase%20I/RPP%20Service%20Blueprint.png)
- [All the data points ever](https://airtable.com/tbl7UYLYuYzOe5a52/viwNunLldWj4jH88J?blocks=hide)

#### Phase II: Implementation
- [Project repo](https://github.com/cityofaustin/atd-residential-parking-permits)
- [Project board](https://github.com/cityofaustin/atd-data-tech#workspaces/data--technology-services-5caf7dc6ecad11531cc418ef/board?labels=project%3A%20residential%20parking%20permits&repos=138333607,140626918) — view with [ZenHub extension](https://www.zenhub.com/extension)
- [Cost model of current process](https://teams.microsoft.com/_#/xlsx/viewer/teams/https:~2F~2Fcityofaustin.sharepoint.com~2Fsites~2FResidentialParkingPermitApplication~2FShared%20Documents~2FGeneral~2FPhase%20II~2Fcost%20model~2FRPP%20cost%20model.xlsx?threadId=19:e3597e8949f8488c961b78460a886d45@thread.skype&baseUrl=https:~2F~2Fcityofaustin.sharepoint.com~2Fsites~2FResidentialParkingPermitApplication&fileId=01D8FE20-840D-4944-A61F-0CEC71D73503&ctx=files&viewerAction=view)
- [Statement of work](https://teams.microsoft.com/l/file/D4B883E3-B2BC-4A45-8F91-5C7FAA7AB82F?tenantId=5c5e19f6-a6ab-4b45-b1d0-be4608a9a67f&fileType=docx&objectUrl=https%3A%2F%2Fcityofaustin.sharepoint.com%2Fsites%2FResidentialParkingPermitApplication%2FShared%20Documents%2FGeneral%2FPhase%20II%2FSOW%2FATD%20SOW%20Mobile%20platform.docx&baseUrl=https%3A%2F%2Fcityofaustin.sharepoint.com%2Fsites%2FResidentialParkingPermitApplication&serviceName=teams&threadId=19:e3597e8949f8488c961b78460a886d45@thread.skype&groupId=0dc56302-8767-4d4b-9f5e-e6a70cd07e4f)
- [Platform requirements](https://teams.microsoft.com/_#/xlsx/viewer/teams/https:~2F~2Fcityofaustin.sharepoint.com~2Fsites~2FResidentialParkingPermitApplication~2FShared%20Documents~2FGeneral~2FPhase%20II~2FSOW~2FATD%20SOW%20Mobile%20park%20Platform%20Requirements.xlsx?threadId=19:e3597e8949f8488c961b78460a886d45@thread.skype&baseUrl=https:~2F~2Fcityofaustin.sharepoint.com~2Fsites~2FResidentialParkingPermitApplication&fileId=642FE46D-2E41-4904-A6E7-07DCBC51B3A8&ctx=files&viewerAction=view)

---
This Github issue represents a project of Austin Transportation's [Data & Technology Services](https://transportation.austintexas.io/about/) team. Project status is documented regularly in the comments below.
",atd-data-tech
470590650,388,KnackCon 2019,In Progress,DTS,,No,"Yay! @dianamartin and @amenity are attending [KnackCon 2019](https://www.knack.com/knackcon/chicago2019). 🤓🤓✈️
",atd-data-tech
470582417,385,Dry-run lunch and learn,Backlog,DTS,Communication,No,,atd-data-tech
470579966,383,Nice photos for presentation deck,In Progress,DTS,Communication,No,,atd-data-tech
470003464,377,Create Data Inventory List For BI Survey,Backlog,DTS,,No,"**Task:** Pull out a list of our complete inventory in our current state. (To be shared with the folks who take the survey.) 
",atd-data-tech
470002875,376,Power BI Licensing Discovery ,On Deck,DTS,,No,"**Task:** Find out how we can get access to Power BI. Jamila Siller is a good 1st contact for this. G5 enterprise license. Find out how to get a few for evaluation, and learn what licensing would look like if we choose Power Bi as the solution. 

**Due:** 8/11/19",atd-data-tech
470002300,375,Touch Base W/ Peggy Regarding BI Project,Icebox,DTS,,No,**Task:** Touch base w/ Peggy about procurement rules & the BI Project budget. ,atd-data-tech
470001545,374,Complete BI Vendor Evaluation Matrix Document,Backlog,DTS,,No,"**Task:** Add features that the vendor will be evaluated by. 
_Example: Public dashboard publishing feature. The public should not pay to access dashboards._ 

**Due**: 8/11/19

**Doc Link**: [Here](https://docs.google.com/spreadsheets/d/1Ax1ymTcc1QWQn4lls9mJGZTvUNMoIrV6dWJV8p3YblI/edit)

**More Info:** There's an example _(a very rough example)_ vendor review on the matrix doc, so you can see how our features might be incorporated into the actual review. The scoring is just guess work; we'll need feedback about procurement rules before we can discuss scoring methods. ",atd-data-tech
469996217,371,BI Project Discovery Stakeholder Survey (Team Task),Backlog,DTS,,No,"**Task:** Collaborate on the questions to be included in the stakeholder discovery survey.

**Due:** 8/11/19

**Google** Doc: [Here](https://docs.google.com/document/d/1UU2ZMFpuji7sOUdlWE55-ISdydeUom6X1EKPX_l0eOE/edit)",atd-data-tech
468860513,359,Waze Feed Processor evaluation,Backlog,AMD,,No,"Evaluate the effort and benefit of upgrading our Waze data feed

from @johnclary:

> Sergio—I'd like to hear your thoughts on this project. We have access to the Waze CCP feed and our former teammate (Joey) create a simple Python script which archives the feed to a postgres DB. This cloud implementation seemed like overkill, but I'd be happy to support this project.

> https://github.com/LouisvilleMetro/WazeCCPProcessor",atd-data-tech
468297589,357,Feature request: ROW Attendance Tracking,Needs Scoping,ROW,Feature,No,"**Submitted via email on 7/12/19 by Paloma Amayo-Ryan**

### As a manager I want to be able to track my permit staff's time more closely, so that I can better report on overtime needs and provide customers with a better idea of wait times. 

**Describe the outcome you'd like to see when this feature is implemented.**
Staff will be able to log their arrivals and departures.
I will be able to report more accurately on overtime worked. 
Perhaps we can tie this attendance tracking into our current (KNACK enabled) customer sign-in app, to inform a larger picture out our walk-in customer management. 

**Describe any workarounds you currently have in place or alternative solutions you've considered.**
Currently staff sends me an email when they arrive and leave. Its very difficult to answer questions about time worked using this solution. 

**What else should we know?**
We're considering using an existing CTM solution for this. 



**How would you rate the impact of this issue?**

- [ ] Must have — The application is illegal, unsafe, or not functional without it.
- [X ] Should have — This is important but not vital functionality or there is a temporary workaround. 
- [ ] Could have — We want this but there are more important requests. 
- [ ] Unsure

**If it is critical that this feature is delivered by a certain date, when and why?**
",atd-data-tech
468292992,356,Labels for GitHub Repos,Backlog,,,No,We need to be able to update all labels across repos from a single source.,atd-data-tech
468216999,343,Update Markings Work Order Scripts to Point to New Signs App,Backlog,,,No,Data published to AGOL from Data Tracker need to be updated to point to new app.,atd-data-tech
466973843,340,GridSmart: Write Monitor Script,Backlog,VZ,,No,"We need to have a script that shows what cameras are working and which ones are not.

1. Gather list programmatically with python.
2. Set up a script that will gather a list of cameras
3. Loop through the list and check status
4. Store status of the camera in Knack

** Note the order of the tasks is opposite since they were transferred from another repository **

The actual order of the tasks is:

#339 GridSmart: List Camera IP addresses from Knack with Python
#338 GridSmart: Test python script with a single camera
#337 GridSmart: Document findings with single camera exercise
#336 GridSmart: Apply single-camera code into batch code that connects with Knack
#335 GridSmart: Plan on running on production environment",atd-data-tech
466973488,336,GridSmart: Apply single-camera code into batch code that connects with Knack,Backlog,AMD,,No,"If we are working with two separate files (one for testing access to knack and printing all IP addresses, and another to access a single camera), then it will be time to merge both scripts, in any case we need to make sure:

- [ ] Modify the Knack script look so that it only prints ONE ip address and it stops.
- [ ] Add the code that will log in to the camera and add the new firewall rules.",atd-data-tech
466973166,335,GridSmart: Plan on running on production environment,Backlog,AMD,,No,"We will need a plan how the execution is going to happen, we will need to consider:

- [ ] What is success
- [ ] What can fail
- [ ] How can we fix it?",atd-data-tech
465925112,326,Awards and Recognition Nomination Knack form enhancements,Backlog,HR,Enhancement,No,"We made a Knack version of the ATD Awards and Recognition nomination form and it was used for the first time this spring. Based on user feedback, we have several opportunities to improve the form. 

## Feedback
### Successful outcomes
- Was easier for some people to submit online than fill out the PDF
- Digital submissions did not have to be transcribed. PDF submissions could be copy/pasted into PDF and Knack form submissions could be exported as PDF.

### Pain points
- (Amenity) Having to do multiple exports to an Excel file during the last day when 10+ new submissions came in
- (Linda) Having to email every division manager for confirmation on the last day 
- Excel online is buggy and slow, especially when multiple people are trying to edit/view at the same time

## Improvements
Operationally-speaking, the last-minute rush would be alleviated if we didn't schedule the meeting for the committee to review the nominations the day after nominations closed. 

There are also improvements to be made to the form itself. These might include: 
- ""Add another nominee"" button
     - We can collect first name, last name, and division for each nominee in a structured way
     - User interface is simplified — don't need to ask the ""individual or team"" question
- Automatic emails to relevant division managers to confirm approval so we do not have to scramble to follow up
- Automatic emails to committee members so they can review as nominations come in rather than at the last minute - or would this just be email clutter?
- Logins for committee members to review nominations (and maybe write notes?) directly in Knack instead of in Excel


## Resources
- [Knack form](https://atd.knack.com/atd-forms#nominate-an-atd-employee/)
- [Fillable PDF](https://drive.google.com/open?id=1EM-j97n4nWO7afFtb02iWO3TgVAUjVS9)
- [Poster](https://drive.google.com/open?id=1mQJ-uUnTK6-KJuQzVwRtAA8fAb5AVHKW)",atd-data-tech
465436251,323,Track Issuance of Uniforms and Protective Equipment,Needs Scoping,HR,New Application,Yes,"Requested by linda escamilla.

#### Challenge

> Approximately 130 employees receive city-issued uniforms (approximately 4 to 10 items) annually or twice a year through various division methods.  Some items must be returned upon separation from the City or transfer to a different department.  Some items can be replaced based on division requirements.

#### Request
> A database linked to the employee's PIDM that explains issuance and replacement requirements, dates and tracks the transactions, and allows an electronic signature and dating by employee and supervisor.

#### Success measures

> Is used biannually and annual for employee population required to wear uniforms; assists with budget projections; assists with separations, terminations, and transfers of employees;, and tracks trends. 

#### Describe any workarounds currently in place and/or alternative solutions you have considered.

> Spreadsheets

#### How have other divisions/departments/cities addressed similar challenges? *

> Don't know but will explore at meeting next week

#### Users

> ROW, Arterial, Signs & Markings, and Parking Enforcement

#### Stakeholders

> Division Managers or an assigned person from above divisions

#### Executive sponsor

> Don't know but will explore at a meeting next week

#### How would you rate the impact of this application?

> Unsure

#### Would this application affect any of the Strategic Direction 2023 “Mobility” indicators?

> Safety

> Condition of transportation-related infrastructure

#### Would this application support any of the Austin Strategic Mobility Plan goals?

> Sustainability — Promote integrated designs and quality additions to the built environment while 

#### If it is critical that this is delivered by a certain date, when and why?

> Don't know but will explore at meeting next week

#### What else should we know?

> Create a management tool that provides efficiency for division managers ",atd-data-tech
464761648,320,Complie existing speed limit data,In Progress,ATSD,Data,No,"### Background #### 
The speed limit data was gathered by ATD GIS staff from the MUNI code a couple of years ago was added to the CTN about a year ago. Currently, 13% of all on-street segments of the CTN contain a speed limit from the MUNI code audit.

### Next steps ###

Some of the gaps may be easy to fill by look at NULL segments that are adjacent on both sides by segments with speed limit data. This is fairly common on several arterials.

Other easy to fill gaps exist in neighborhoods in which there are streets of the same level (usually 1 or 2) that have speed limit data and others that don't.

Manually filling in these gaps in the data in high priority areas ( streets on the high injury network, streets with near-future bike/ped improvements, neighborhoods surrounding schools) may be feasible while we wait on data purchases and other bulk solutions.

Tasks for Frank could include:

- [ ] QA speed limit data found in CTN to the MUNI code
- [ ] Fill in missing arterial speed limit data
- [ ] Fill in missing speed limit data in neighborhood streets.
",atd-data-tech
463971508,316,Consult on Speed Limit Mapping,In Progress,VZ,,No,Vision Zero is looking for help getting speed limit data current in a geospatial format.,atd-data-tech
463957567,315,Digitize Daily Operational Safety Analysis (DOSA) Form,Backlog,SMB,Feature,No,"See [attached announcement](https://app.zenhub.com/files/140626918/abed4ad1-4cd5-4d16-82a6-8142008bfeaa/download).


Needs intake:
https://docs.google.com/document/d/1wN7mwMCF3H4MajOX9JA-PQ8zEzcJ1kfEeGCKv-Us0JA/edit#",atd-data-tech
463924869,314,Check out CTM's form solution,Backlog,DTS,Research,No,"It would be fantastic to have a self-serve form solution for ATD staff. [Here is a list of ATD services ""available"" on Austintexas.gov](https://docs.google.com/spreadsheets/d/12u-9BfehfFG5iMrsqQahOArOMlENCnVvfDF_jj98YR4/edit#gid=0). The list was compiled by the CTM [Service Access team](https://cityofaustin.gitbook.io/service-access/). 

All of these services should be converted to digital forms so that they are accessible to residents regardless of access to printers, specialized software, or desktop computers. ",atd-data-tech
463447096,307,Mobility Project Database,In Progress,VZ,,Yes,"## Description
We are building a platform to manage ATD’s complete portfolio of mobility-related infrastructure projects.  

<!-- Information below this line will not be pulled on to the website -->
#### How might we support comprehensive tracking of Austin’s mobility activities?  
The City of Austin Transportation Department has a diverse portfolio of mobility activities. These are currently tracked in various platforms — from simple spreadsheets administered by a single workgroup to bespoke enterprise software that tracks all capitally-funded projects. As a result, there is no centralized system of record, analysis and reporting capabilities are limited, and resources are not used efficiently. 

Using a single platform to track all of ATD’s mobility infrastructure projects would increase organizational alignment, enable holistic analysis and reporting, and lay the groundwork for robust business intelligence and data integrations. 

![Planning-and-analysis](https://user-images.githubusercontent.com/1463708/62583080-58614e80-b874-11e9-850d-2a8bda07c0fc.jpeg)

## Resources
- **[Project Brief](https://docs.google.com/document/d/1KQi6OWy4g_JXgU6LQSDcUJCXu9K75Me8JYXxGWtHHzo/edit#)**
- [Project repo](https://github.com/cityofaustin/atd-mobility-project-database)
- [Project board](https://github.com/cityofaustin/atd-data-tech#workspaces/data--technology-services-5caf7dc6ecad11531cc418ef/board?labels=project%3A%20mobility%20project%20database&repos=140626918,185268238) — view with [ZenHub extension](https://www.zenhub.com/extension)
- [Google drive](https://drive.google.com/drive/folders/1T4TiHvL1BsktZPjXcqYDFwh8Apf_VE4e)

",atd-data-tech
463229259,302,Update All Knack Apps to Enforce HTTPs,Backlog,DTS,,No,"Knack has a security setting to force clients to use HTTPs. We need to make sure this is enabled for all apps.

- [ ] Data Tracker
- [ ] Finance & Purchasing
- [ ] Street Banners
- [ ] Visitor Sign-in
- [x] Signs & Markings
- [ ] Vision Zero Crash Data
- [ ] Vision Zero in Action

![Screen Shot 2019-07-02 at 8.24.52 AM.png](https://images.zenhubusercontent.com/5caf676becad11531cc417cb/46776e5b-ef36-4127-9743-2fbe7f6ad5d6)",atd-data-tech
462887027,293,Delete/Clean Up Unused Knack Apps,Backlog,DTS,,No,We have a lot of Knack apps out there. Many of them are old test instances. We need to review and delete unused apps.,atd-data-tech
462485963,288,Draft Data Protection Principles,Backlog,SM,Other,No,"We need this. JJM agrees. 

See [Los Angeles' policy](https://ladot.io/wp-content/uploads/2019/03/2019-04-12_Data-Protection-Principles.pdf.pdf)",atd-data-tech
462414797,286,Standardize Self-Signed Certificates Across all Knack Apps,Backlog,DTS,IT Support,No,"We have different self-signed x509 certificates in our Knack apps that use SAML/ADFS login. That's my bad. There are a number of problems here:

- keys were not stored in 1Password
- keys have varying expiration dates
- we cannot recover the current keys, because they are obfuscated in the app config

To do this we need to provide CTM ADFS team (currently John Dykowski) with our latest cert [see docs, here](https://github.com/cityofaustin/atd-data-tech/wiki/Knack:-SSL-Certificate-Management). At the same time, we will need to install the certificate across all our Knack apps.

This will have to be carefully planned, because users will be unable to login if our certs are not updated in the Knack applications and ADFS provider at the same time.

Current apps with ADFS:
- Data Tracker
- DTS Portal
- Finance & Purchasing

These apps **have already been configured** with the same certificate that is currently in 1Password. They do not need to be modified:

- Signs & Markings
- Street Banners
- Vision Zero Crash Database",atd-data-tech
461202852,271,Remove Unneeded Custom CSS and JSS,Review/QA,SMB,,No,,atd-data-tech
461047563,267,Business Intelligence: Athena + QuickSight,Icebox,DTS,New Application,No,"[Backlog] We could benefit greatly exploring Athena and QuickSight for our projects and data lake ambitions. For this exercise I have uploaded 300mb of logs into a private and encrypted S3 drive and began some tests. The goals are:

- [ ] Annotate data upload experience
- [ ] Document development experience (IDE)
- [ ] Document perfomance observations

To make this happen:
- [x] Upload CSV files to an S3 bucket
- [x] Set up Athena tables (or set up tables through Glue Catalog)
- [x] Run a few queries
- [ ] Set up a BI exercise with Athena->QuickSight
- [ ] Set up QuickSight account, quick dashboard.",atd-data-tech
459280236,255,Vision Zero Crash Data System,In Progress,VZ,,Yes,"This project seeks to centralize and streamline the management of ATD's Vision Zero data. As a result of this project, staff will have a standardized interface for reviewing crash data, prioritizing intersection safety improvements, and communicating efforts to the public. Additionally, high quality VZ data will be publicly accessible online. 

<!-- Information below this line will not be pulled on to the website -->
### Resources
- [Link to Drive folder](https://drive.google.com/drive/folders/1W8FuMe7HdO7NTsMAjw7IPlNaxYwS92c3?usp=sharing)
- [Github](https://github.com/cityofaustin/atd-vz-data)
- [New York City's Vision Zero Viewer](http://www.nycvzv.info/) 😍
- [Link to DTS Portal issue](https://atd.knack.com/dts#dts-team-portal/view-issue-details/5c9d30365b4bac2ffe6f0ac4/)

---
This Github issue represents a project of Austin Transportation's [Data & Technology Services](https://transportation.austintexas.io/about/) team. Project status is documented regularly in the comments below.
",atd-data-tech
459206503,254,Parking Inventory Management,In Progress,ROW,,Yes,"## Description
We are conducting a complete overhaul of our parking asset data. This effort will improve accuracy, reduce redundant data entry, and facilitate integrated curb management for right-of-way permitting and new mobility technologies. 

<!-- Information below this line will not be pulled on to the website -->
### Resources
https://github.com/cityofaustin/atd-geospatial/issues/23
",atd-data-tech
459201550,253,AGOL Audit,Backlog,DTS,,Yes,"## Description
The purpose of this project is to clean-up Austin Transportation's ArcGIS Online Content and to form a strategy to keep the Content current moving forward. This will ensure only relevant and accurate data is available via internal and external facing Feature Services, Web Maps, and Web Applications. 

<!-- Information below this line will not be pulled on to the website -->
### Resources
https://github.com/cityofaustin/atd-geospatial/issues/15
",atd-data-tech
458931149,251,Mobile Signal Work Orders,In Progress,AMD,,Yes,"## Description
We are building a mobile-first work order application for traffic signal work orders. The app will be integrated with the Data Tracker, and will allow field technicians to quickly and accurately review and respond to traffic signal issues from a mobile device.

<!-- Information below this line will not be pulled on to the website -->
### Resources
- [Link to Drive folder](https://drive.google.com/drive/folders/1WTiIt-xGLAjQpNdGsGYGcilmkydV4MKk?usp=sharing)
- [Github](https://github.com/cityofaustin/atd-mobile-signals-work-orders)
",atd-data-tech
458725791,241,User-testing ,Backlog,SMB,,No,,atd-data-tech
458725678,240,Extend prototype to include all must-have functionality,Backlog,SMB,,No,,atd-data-tech
458218166,238,Citation App Prototype,Backlog,AMD,New Application,No,"Create a prototype Knack app for VZA citation tracking.

Here's the workflow I'm envisioning:
- Lewis does schedule online in Knack
- Randy references Knack schedule + shift number when creating schedules in Revolution 911
- Randy gives officers their shift number and link to Knack form in reminder email
On shift, officer follows link using iPhone, enters shift number, which auto-completes and links back to - a scheduled shift.
- This activates a “shift” record and redirects to shift “details” page
- the officer can repeatedly submit citation form from shift details
- Citation form automatically captures location
- When finished, officer hits “end shift” button to finalize

In Knack, this boils down to:

##### Objects
1. shifts < one to many relationship to citations
- shift_date
- shift_id
- assigned_to_badge_number
- status (scheduled, in progress, closed)
- planned_activities (types of enforcement to be conducted)
- locations (general area where shift is to take place)

2. citations (or, actions?)
- activity_type (citation, warning, no problems found)
- date
- location (captured automatically via location services)
- other stuff i'm forgetting

##### Pages
1. Schedule (object = shifts)
- Create, Edit, Search Schedule in calendar view

2. Shift Details (object = shifts + citations)
- start shift, add citation, edit citation, end shift


",atd-data-tech
457165178,231,Knack custom js version control improvement,Backlog,DTS,Enhancement,No,"Currently, each knack project has custom JS and any duplicate code between Knack apps is just copy pasta.

We could use jQuery's `$.getScript(url)` to make our custom JS in Knack more modular and reusable. This was a suggestion from @sergiogcx 

https://api.jquery.com/jQuery.getScript/

TODO:
- [ ] identify specific Knack apps as candidates to refactor
- [ ] figure out how to use Github hosted code as the reference urls
- [ ] etc",atd-data-tech
456984671,222,Warehouse Inventory MVP implementation,Backlog,SMB,,No,,atd-data-tech
456984646,221,"Meet with stakeholders: Update, demo, review user stories",Backlog,SMB,Meeting,No,Make sure to gather any additional user stories from Signs that aren't on the list,atd-data-tech
456984220,220,Update Prototype of Knack Warehouse App,On Deck,AMD,Meeting,No,Just get this to a point where we can demo to stakeholders ,atd-data-tech
456934843,216,Get a Micro-USB Display Adapter,Backlog,DTS,Other,No,"So that we can demo Android tablet stuff on big screens.

Asked for team input on Slack this AM. Will submit order shortly.",atd-data-tech
455930069,209,User research  in field for VZA app,Backlog,ATSD,Research,No,Connect with Pat to see about doing a ride-along to see current process. ,atd-data-tech
454448761,199,Fulcrum <> Knack Integration,Icebox,SMB,Data,No,,atd-data-tech
454447363,196,Fulcrum App for Signs Work Orders,Icebox,SMB,New Application,No,"We're going to use [Fuclrum](https://fulcrumapp.com) app for Signs division work orders. This will allow us to use a native mobile app, with user-friendly workflows for location data capture.",atd-data-tech
454446796,195,Fulcrum Subscription for Signs Work Orders,Icebox,SMB,Other,No,"We currently have a Fulcrum subscription for two users that will need to be expanded for named user accounts for all signs technicians (~12 people). We need to subscribe to the ""Professional"" plan, which supports full record history. We do need the next level, enterprise, which is a value for 100+ users.

$30/user/month * 12 users * 12 months = $4320/year.",atd-data-tech
453579179,184,Labels: Update settings.yml accross DTS repos,Backlog,DTS,Other,No,"Note: Most (all?) of these already exist in atd-data-tech. 

So the easiest way to do this might be:
1. [Add all to atd-data-tech](https://github.com/cityofaustin/atd-data-tech/labels). 
2. [Export to yml from the browser console](https://gist.github.com/MoOx/93c2853fee760f42d97f). 
3. Check against [the settings.yml version that we propagated to all repos last time](https://github.com/cityofaustin/atd-data-tech/blob/7a200e1491366e5fdd2530f8be694607195dca0f/.github/settings.yml) and make sure all labels that are being updated have an `oldname`. 
4. Re-run through each repo. 


*Add*
Label 
- Type: Operations — description: ""Internal DTS planning and administration""
- Project: Mobility Project Database — description: ""A comprehensive mobility project tracking platform for Austin, Texas.""
- Project: Residential Parking Permits — description: ""Online platform for residential parking permit applications, purchases, and renewals""
- (Other project labels to come, list will be solidified in #183 )
- Project: Inspector Prioritization Automation — description: ""Automated prioritization of Right-of-Way inspections.""
- Project: Data Lake
- `Service: AMANDA`- will have to remove current service label and replace with this one on all of Tracy's stuff 

*Update*
- `Service: Apps` to `Service: Knack` (Will need to then filter out 
*Remove*

*Other*
- Remove comments about removing ""Project"" labels (safer just to propagate these in all the `settings.yml`s",atd-data-tech
453035298,181,Get Access to TxDOT XML Feed,Backlog,AMD,Data,No,TxDOT will provide us with access to their XML feed(s) of traffic data so that we can do something useful with them.,atd-data-tech
451542347,169,Map out service delivery workflow ,In Progress,DTS,Operations,No,"Create workflow diagram to document how requests come in and their path to delivery. 

The draft is [here](https://www.draw.io/?state=%7B%22ids%22:%5B%221CAxAypAhB8dve1FnthN4LvIyVfKpTFKA%22%5D,%22action%22:%22open%22,%22userId%22:%22104144569414369680128%22%7D#G1CAxAypAhB8dve1FnthN4LvIyVfKpTFKA). ",atd-data-tech
449509649,165,Pre-Trip Vehicle Inspection Form,Backlog,SMB,Feature,No,"Anthony Forcier 
Signs & Markings

Came by and suggested that we create a **Pre-Trip Inspection Report for every vehicle check-out**. So that all employees are required to fill one out before they can check out a vehicle. 

We already have an existing Knack App for this. Would just need configuration and testing. 

He also suggested **Key Valet system** so that keys can be managed in an electronic lock box.",atd-data-tech
448321929,159,Project Update to ROW Management ,Recurring,ROW,Communication,No,Provide a monthly update to the ROW managers on the various projects they are stakeholders in.,atd-data-tech
447817238,149,Ability to Prioritize Signal Work Orders,Icebox,AMD,,No,,atd-data-tech
